tStart,time,subject
1748.184,4.473,s3
1758.529,0.828,s1
1759.664,3.336,s1
1763.17,1.02,s1
1764.27,3.955,s3
1768.387,3.571,s3
1772.134,2.476,s3
1774.759,2.294,s3
1777.222,2.311,s3
1782.41,4.422,s3
1786.987,1.85,s1
1789.288,5.262,s1
1795.28,1.29,s1
1797.517,3.374,s1
1801.035,3.225,s3
1804.682,0.82,s3
1808.2,2.286,s3
1811.994,1.578,s0
1820.547,2.768,s0
1823.835,0.529,s3
1824.61,1.78,s0
1827.533,1.682,s3
1838.698,1.802,s1
1860.013,3.389,s3
1863.74,1.169,s1
1865.222,0.884,s0
1866.314,1.894,s3
1868.336,3.331,s0
1876.875,3.31,s0
1881.909,2.296,s2
1886.868,2.483,s3
1894.473,6.507,s2
1905.366,3.35,s0
1909.33,1.242,s3
1915.145,2.771,s2
1931.542,1.252,s0
1934.409,1.601,s3
1936.459,1.146,s3
1937.861,0.398,s3
1939.248,4.287,s0
1944.55,1.533,s0
1950.77,2.488,s3
1953.574,0.525,s3
1956.184,5.584,s3
1962.837,0.723,s3
1963.97,0.631,s3
1964.814,1.275,s3
1967.157,1.372,s3
1971.332,2.446,s3
1975.163,1.575,s3
1977.788,5.928,s3
1983.915,3.891,s3
1988.3,1.719,s3
1990.823,1.052,s3
1992.065,4.258,s3
1996.959,1.031,s3
1998.28,1.686,s0
2000.42,0.946,s2
2002.143,0.86,s0
2003.216,2.604,s3
2006.08,1.97,s3
2008.36,2.11,s3
2011.17,4.769,s1
2016.02,6.549,s3
2023.439,1.635,s3
2025.239,6.137,s3
2031.632,0.935,s3
2033.533,2.572,s3
2036.369,5.545,s3
2042.106,3.669,s3
2047.539,2.662,s3
2050.81,3.177,s0
2054.164,0.922,s3
2055.262,5.023,s0
2060.576,2.654,s0
2063.278,0.61,s1
2064.536,0.406,s3
2065.114,1.385,s0
2066.66,1.717,s0
2068.586,8.085,s3
2077.98,1.364,s3
2079.644,3.133,s3
2084.18,3.102,s3
2087.744,1.896,s1
2090.056,2.524,s1
2092.64,1.779,s3
2095.366,1.072,s3
2097.189,8.697,s3
2106.094,0.895,s1
2107.547,3.415,s2
2111.123,1.93,s3
2113.743,0.536,s3
2114.753,0.684,s3
2116.386,1.704,s3
2118.905,2.045,s3
2122.998,1.201,s3
2125.717,4.508,s1
2131.903,1.329,s3
2133.458,2.246,s2
2137.14,1.202,s2
2138.619,0.915,s2
2140.116,1.563,s3
2142.788,7.086,s3
2150.286,5.42,s1
2156.623,5.881,s2
2162.648,8.642,s3
2172.762,3.638,s2
2176.995,4.854,s3
2183.238,4.048,s0
2188.196,3.894,s3
2192.139,3.221,s2
2196.152,3.014,s2
2200.543,4.246,s0
2206.246,0.795,s3
2207.265,1.739,s3
2211.149,5.282,s3
2216.716,2.013,s3
2219.092,8.615,s0
2227.866,9.445,s1
2237.562,1.27,s1
2239.84,0.574,s3
2243.524,2.366,s1
2246.773,0.896,s2
2249.431,6.632,s3
2259.094,1.15,s3
2260.541,2.273,s3
2263.341,3.823,s3
2272.454,1.672,s0
2276.644,1.006,s3
2279.908,2.02,s3
2285.942,2.94,s3
2291.46,2.524,s3
2294.509,1.505,s0
2296.356,1.737,s3
2301.659,3.931,s3
2308.528,3.346,s3
2312.555,1.44,s3
2314.551,2.068,s0
2317.088,4.978,s3
